,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,Label
0,-6.492711317710092,6.874188247005772,-1.968563673779608,-1.9756498819543953,-0.5750407165868626,-5.597309220608329,-4.470611101070013,3.515906828925116,0.24503124834078893,2.9781133392226358,0.6932445370988348,1.5399312036327575,0.4347553176493769,-1.1400405056156517,1.989157211467962,-1.990748330189443,-1.4176045519726592,-1.0938136395847036,-0.010307130754531844,0.3982139177590767,-1.3373563184839308,-0.5845556230894101,-0.47319426845188556,-0.5733139903699119,-1.3162419790713271,-1.1128838982471587,-0.07242601952079773,0.4175100380126152,-0.13141445197327478,-0.32935150296469556,-0.7478206473517285,-0.8246680498495688,0.3549469516137621,1
1,-7.433453744546968,4.056369533584452,0.10174132961934307,0.524604721794038,-1.2845524832845363,0.7912889278125387,-2.067485362550767,1.2539072014064918,-2.2343896574547344,-2.0562153327560586,1.3453236008723823,2.6604866685020876,-0.6485697038289137,0.4686942834631374,1.8165179112859275,-0.45580323111615584,0.4493943236270345,0.35108872637478855,1.2529852649520024,-0.531537652128927,-0.8895697373181909,-0.5000756072144462,-0.11754770305861974,1.0794852159911135,-0.6408205607318231,0.4899378160636603,-0.5686243099310149,0.3246420090312712,0.09612596647265512,0.11182984621931347,-0.8050374162235381,0.017510079844098598,0.054605848215643266,1
2,-9.522612136060818,4.870538861610439,-0.4376629860209057,0.015166868911778536,1.7135497949270435,-3.005877439395464,0.9294715326410193,-4.029814470032637,-1.8333264077695166,0.47277196320726533,1.8596584533819747,-0.2603384163210935,0.7984923058825295,2.259175273559132,1.4379072654419425,-0.34327026760501356,0.3585847750246903,0.8810750641550444,-0.14157589931957124,1.6536032652966703,2.4833497716319632,-1.8193241248962908,0.5930210466349297,0.044587304305004405,-0.42792683310258445,-0.5047461838972993,0.9159673237071089,0.7469800123994709,0.9131363745751758,0.4677112127134457,0.5158851536561341,0.2899820876123867,-1.1011050323166904,1
3,-8.10529723393054,-0.6133003303403934,1.2909355156147952,0.7027582233775072,2.5071303132399523,1.1813587228105726,0.9875800097115309,-2.5487386922403132,-1.4221205648554134,-0.05215467800050165,-0.24580294839096328,-1.4783874189627826,-0.6911547977659563,1.9662388770388664,2.026455966461655,0.6704575386519032,-0.7042343026716859,-0.8631162120528573,1.3889538662220866,0.717744730101954,-1.6152434929383235,-0.760777763064377,0.3401865979717417,-1.042301273438083,-0.4422174300968762,-0.12339427629399698,0.11296609724294279,-1.251187772854054,-0.47837230860181956,-0.9002305045555645,-1.023679870533251,0.04001789191751693,1.308905931870222,1
4,-2.3300140470631456,0.18002746483692994,-2.0297674068980784,0.7531530956673606,-1.064218157925738,-1.5163320124143973,1.3846732221769547,1.5063732359624253,-1.3475842644147873,-1.380336811149635,2.96063843667181,-0.8208892386654978,-0.6391332773095807,0.5864209851738275,0.5770705273764214,-1.816331439266584,0.3282821058405574,-1.0979964215075841,1.2061091284344962,0.17822613446292232,-0.10039433799217826,-1.4719977244632356,1.0963627544869394,-0.04048029806265716,-0.5610039274065161,0.7960181162515868,-0.7626835990989028,1.2513857213746717,0.541163909840984,0.3616090557506486,-0.03863532445953453,0.04412854520261735,0.15317534960574167,1
5,-9.058142400610683,2.44309433190823,0.9423789033073271,2.4916681668545246,2.3649709435162953,-3.2196121064288654,3.314217256658563,1.7471841752304607,0.6666589464191282,0.12114696657130813,-0.17389659151311623,-0.5187859317959457,0.5199834670270457,1.2588272083731682,1.5147763510784278,1.1670056993713194,0.4814391846041037,-0.9988778818636372,-0.168552253576738,-0.3298818394617452,-0.9625791635236496,0.016976812438490606,0.5364496891767083,-0.9414931292571662,-0.5369720037309508,0.41037785724164416,0.0642442800620137,1.0058486271439684,-0.7298267689045855,0.3231759427034224,-0.6518738487549447,-0.12039748295833781,0.2403490646455812,1
6,-8.486380406712916,1.7084581095754996,0.5303385450304325,2.8014167936771215,1.8663847506447797,-1.2878855291648967,1.414174874638148,-0.3990750594451658,0.9341394889630769,-0.742310269365866,2.0327806146827587,-2.9560174323731627,-0.9534947504419645,1.4255739248473047,1.3206199969602743,-1.3496055173188908,-1.5787440853742274,0.7171032331089239,-0.2763955014278675,-0.9251859196442958,-0.09375440648924853,-0.5076355478640575,0.129480318521503,-0.05419721875775146,-0.3924880006535367,0.09378560895576214,-0.25909492405283285,1.8929226258326042,-0.18233862186716887,0.4134802401773544,-0.17715862975772304,0.34692288590979103,-0.3022541174231448,1
7,0.12548701934949005,1.12512605992773,2.858617561491617,0.5457580635333482,0.14435472140848124,-2.9683198353407874,-3.0012105375381486,-3.9664935194441946,-1.8946343848682925,-0.6909400366661951,-0.262451462363408,-1.354026280380434,-2.0359357325479066,0.6656001770880144,-0.4442788673015367,0.011163296411133788,0.5378867851220414,-1.2085428607548236,0.564756455183616,-0.21880429327388734,-0.27021694001001434,-1.0273967792800842,0.3786022884930132,-0.47172114950102007,0.8602063074499999,-0.11247648851712627,-1.145925288083981,0.39903700436338874,-0.956479895768402,1.0986057485361804,0.48533025450686096,0.27529968715801006,0.7576435346559753,1
8,1.0835283069433843,-2.1092231894704416,1.451052617993002,1.7365704880685906,2.1140410941131456,-0.3994377147196487,0.8991085930319442,-0.02029616862106475,-1.3871281576788288,0.9866001451563613,0.4938520235911602,1.7741474909514212,-0.029827422027061016,0.47805549780916096,-0.8689905583896853,-0.7194940521125912,-0.34110203811044126,2.017249034653264,0.5092337632705982,-0.4189422103877017,0.5498623681357419,0.9266136901099213,0.8646120218433001,-0.3630275706770899,1.3337657438304331,-1.4782958004708477,-0.8901308565427107,0.2780344681890197,0.8994130951084098,0.258116831637356,0.30545518684372136,-0.28202176530994244,-0.24099290993400102,1
9,-6.937985496912252,8.33876776829562,0.8083727070908789,-0.02116203662528196,-3.736367260720716,-3.8732357531148893,-7.844079849570149,-2.837092125271335,0.15012515483962924,-3.874201201849622,-0.21074113806272252,1.8475400935037736,1.0210287590752833,-0.9607008967723365,-0.983174916854494,2.752133598666048,5.71022434627594,1.2597060421214497,0.3331153650321897,0.5102431119337635,1.4756546223217135,-1.1699173014534743,0.6857743814631346,-0.07014309826035643,-1.0514990169613578,0.34231937687293773,0.6777129317611453,1.577846891712088,-0.26148128090940853,-1.6581350022893546,0.6922203224952187,0.11668609038443341,-0.1640681894838199,1
